homologene_fam_id	species_1	species_2	entrez_1	symbol_1	protein_gi_1	protein_acc_1	entrez_2	symbol_2	protein_gi_2	protein_acc_2
22889	9606	10090	25864	ABHD14A	226437571	NP_056222.2	68644	Abhd14a	160333245	NP_666031.2
22894	9606	10090	25898	RCHY1	58331195	NP_056251.2	68098	Rchy1	13386058	NP_080833.1
22898	9606	10090	25936	NSL1	110349759	NP_056286.3	381318	Nsl1	213512857	NP_941056.3
22899	9606	10090	25950	RWDD3	153252154	NP_056300.2	66568	Rwdd3	160333801	NP_082732.2
22902	9606	10090	25977	NECAP1	31542528	NP_056324.2	67602	Necap1	27229051	NP_080543.2
22904	9606	10090	26002	MOXD1	118421087	NP_056344.2	59012	Moxd1	31981183	NP_067484.2
22906	9606	10090	26052	DNM3	209915561	NP_001129599.1	103967	Dnm3	84490431	NP_001033708.1
22907	9606	10090	26053	AUTS2	17864090	NP_056385.1	319974	Auts2	124486586	NP_796021.2
22910	9606	10090	26090	ABHD12	109689718	NP_001035937.1	76192	Abhd12	159110817	NP_077785.2
22913	9606	10090	26146	TRAF3IP1	20070262	NP_056465.2	74019	Traf3ip1	63147418	NP_082994.1
22914	9606	10090	26148	C10orf12	24431975	NP_056467.2				
22925	9606	10090	89846	FGD3	134133248	NP_001077005.1	30938	Fgd3	85719309	NP_056574.2
22931	9606	10090	51350	KRT76	153791670	NP_056932.2	77055	Krt76	85701680	NP_001028349.1
22933	9606	10090	51582	AZIN1	22538418	NP_680479.1	54375	Azin1	156255200	NP_001095928.1
22935	9606	10090	51050	PI15	7705676	NP_056970.1	94227	Pi15	225690632	NP_444421.2
22936	9606	10090	25961	NUDT13	50593112	NP_056985.3	67725	Nudt13	117606387	NP_080617.2
22941	9606	10090	51375	SNX7	194294540	NP_057060.2	76561	Snx7	297747317	NP_083931.2
22942	9606	10090	51087	YBX2	156415990	NP_057066.2	53422	Ybx2	117956377	NP_058571.2
22943	9606	10090	51092	SIDT2	94721340	NP_001035545.1	214597	Sidt2	26986551	NP_758461.1
22946	9606	10090	9033	PKD2L1	33598944	NP_057196.2	329064	Pkd2l1	225543361	NP_852087.2
22947	9606	10090	51668	HSPB11	118343647	NP_057210.2	72938	Hspb11	110625938	NP_082670.1
22949	9606	10090	50944	SHANK1	120587025	NP_057232.2	243961	Shank1	283549150	NP_001029287.1
22951	9606	10090	8898	MTMR2	44680154	NP_057240.3	77116	Mtmr2	194394153	NP_076347.3
22952	9606	10090	51147	ING4	189083826	NP_001121055.1	28019	Ing4	19111152	NP_579923.1
22953	9606	10090	8554	PIAS1	7706637	NP_057250.1	56469	Pias1	31543478	NP_062637.2
22954	9606	10090	51148	CERCAM	193788560	NP_057258.3	99151	Cercam	46411176	NP_997181.1
22955	9606	10090	7223	TRPC4	7706747	NP_057263.1	22066	Trpc4	8394487	NP_058680.1
22964	9606	10090	51181	DCXR	7705925	NP_057370.1	67880	Dcxr	146134409	NP_080704.2
22965	9606	10090	51411	BIN2	49472835	NP_057377.2	668218	Bin2	395627630	NP_001257466.1
22968	9606	10090	51735	RAPGEF6	256600196	NP_001157858.1	192786	Rapgef6	82617638	NP_780467.2
22969	9606	10090	1063	CENPF	55770834	NP_057427.3	108000	Cenpf	189458891	NP_001074832.2
22976	9606	10090	51678	MPP6	21361598	NP_057531.2	56524	Mpp6	257900522	NP_001158205.1
22978	9606	10090	51247	PAIP2	75677349	NP_057564.3	67869	Paip2	13385918	NP_080696.1
22983	9606	10090	51292	GMPR2	50541948	NP_001002002.1	105446	Gmpr2	29568082	NP_818773.1
22991	9606	10090	3192	HNRNPU	74136883	NP_114032.2	51810	Hnrnpu	160333923	NP_058085.2
22992	9606	10090	3181	HNRNPA2B1	14043072	NP_112533.1	53379	Hnrnpa2b1	109134362	NP_058086.2
22994	9606	10090	54810	GIPC2	41393579	NP_060125.4	54120	Gipc2	8394258	NP_058563.1
22995	9606	10090	57111	RAB25	116812567	NP_065120.2	53868	Rab25	31980838	NP_058595.2
22996	9606	10090	50937	CDON	142976733	NP_058648.4	57810	Cdon	160333799	NP_067314.2
22999	9606	10090	3688	ITGB1	19743813	NP_002202.2	16412	Itgb1	45504394	NP_034708.1
23001	9606	10090	2185	PTK2B	27886588	NP_775267.1	19229	Ptk2b	241982789	NP_001155838.1
23004	9606	10090	7976	FZD3	8393378	NP_059108.1	14365	Fzd3	10946846	NP_067433.1
23006	9606	10090	53632	PRKAG3	47132577	NP_059127.2	241113	Prkag3	24371223	NP_714966.1
23008	9606	10090	53919	SLCO1C1	8394291	NP_059131.1	58807	Slco1c1	10946866	NP_067446.1
23009	9606	10090	1731	SEPT1	431822382	NP_443070.5	54204	Sept1	148277024	NP_059489.2
23015	9606	10090	221662	RBM24	221139802	NP_001137414.1	666794	Rbm24	124487277	NP_001074894.1
23019	9606	10090	4620	MYH2	153791586	NP_001093582.1	17882	Myh2	205830428	NP_001034634.2
23022	9606	10090	55576	STAB2	61743980	NP_060034.9	192188	Stab2	20149764	NP_619614.1
23024	9606	10090	23293	SMG6	115511020	NP_060045.4	103677	Smg6	50582545	NP_001002764.1
23029	9606	10090	26505	CNNM3	40068049	NP_060093.3	94218	Cnnm3	88196782	NP_444416.2
23031	9606	10090	55601	DDX60	222831595	NP_060101.3	234311	Ddx60	124487049	NP_001074684.1
23032	9606	10090	55603	FAM46A	117414143	NP_060103.2	212943	Fam46a	237874155	NP_001153850.1
23033	9606	10090	54795	TRPM4	21314671	NP_060106.2	68667	Trpm4	157824093	NP_780339.2
23036	9606	10090	54813	KLHL28	44680141	NP_060128.2	66689	Klhl28	21313368	NP_079983.1
23040	9606	10090	54862	CC2D1A	96974985	NP_060191.3	212139	Cc2d1a	110835702	NP_666082.2
23042	9606	10090	54898	ELOVL2	157388945	NP_060240.3	54326	Elovl2	9507147	NP_062296.1
23043	9606	10090	55633	TBC1D22B	40068063	NP_060242.2	381085	Tbc1d22b	38348532	NP_941049.1
23047	9606	10090	54910	SEMA4C	157388902	NP_060259.4	20353	Sema4c	186659517	NP_001119519.1
23048	9606	10090	54913	RPP25	93277074	NP_060263.2	102614	Rpp25	19527204	NP_598743.1
23052	9606	10090	54946	SLC41A3	56549671	NP_060306.3	71699	Slc41a3	82734231	NP_082144.2
23053	9606	10090	54955	C1orf109	8923469	NP_060320.1	194268	9930104L06Rik	114145557	NP_808241.2
23056	9606	10090	55013	CCDC109B	194018570	NP_060388.2	66815	Ccdc109b	31982670	NP_080055.2
23057	9606	10090	55667	DENND4C	408684407	NP_060395.5	329877	Dennd4c	300863147	NP_908976.1
23059	9606	10090	55033	FKBP14	8923659	NP_060416.1	231997	Fkbp14	23956366	NP_705801.1
23060	9606	10090	93664	CADPS2	269308219	NP_001161412.1	320405	Cadps2	118200358	NP_694803.3
23062	9606	10090	55061	SUSD4	148539593	NP_060452.3	96935	Susd4	30061331	NP_659045.2
23064	9606	10090	55680	RUFY2	109240556	NP_060457.4	70432	Rufy2	119637825	NP_081701.2
23067	9606	10090	55112	WDR60	155030242	NP_060521.4	217935	Wdr60	113199781	NP_666151.3
23068	9606	10090	55113	XKR8	24431977	NP_060523.2	381560	Xkr8	41235770	NP_958756.1
23069	9606	10090	55116	TMEM39B	169234667	NP_060526.2	230770	Tmem39b	40556284	NP_955009.1
23070	9606	10090	55118	CRTAC1	330688397	NP_001193457.1	72832	Crtac1	110626040	NP_660105.3
23071	9606	10090	55124	PIWIL2	209180418	NP_001129193.1	57746	Piwil2	10946610	NP_067283.1
23075	9606	10090	55143	CDCA8	379056369	NP_001243804.1	52276	Cdca8	227116268	NP_080836.3
23076	9606	10090	55713	ZNF334	40807457	NP_060572.3	228876	Zfp334	162287397	NP_848498.2
23077	9606	10090	55719	FAM178A	150456436	NP_060591.3	226151	Fam178a	124487015	NP_001074694.1
23080	9606	10090	55188	RIC8B	95113666	NP_060627.2	237422	Ric8b	34147209	NP_898995.1
23082	9606	10090	55204	GOLPH3L	21361716	NP_060648.2	229593	Golph3l	295054274	NP_666245.2
23087	9606	10090	55255	WDR41	42716287	NP_060738.2	218460	Wdr41	123702001	NP_766178.2
23088	9606	10090	55268	ECHDC2	312176384	NP_001185890.1	52430	Echdc2	225543400	NP_081004.2
23089	9606	10090	94134	ARHGAP12	26986534	NP_060757.4	75415	Arhgap12	89242143	NP_001034781.1
23090	9606	10090	55282	LRRC36	239735605	NP_060766.5	270091	Lrrc36	282847355	NP_001164259.1
23095	9606	10090	55317	AP5S1	325053626	NP_001191375.1	69596	Ap5s1	31980819	NP_081405.2
23097	9606	10090	55787	TXLNG	281182404	NP_060830.2	353170	Txlng	30725808	NP_849266.1
23099	9606	10090	55790	CSGALNACT1	194473684	NP_060841.5	234356	Csgalnact1	357933637	NP_001239552.1
23101	9606	10090	55796	MBNL3	19387844	NP_060858.2	171170	Mbnl3	19527398	NP_598924.1
23106	9606	10090	55862	ECHDC1	213417737	NP_001132982.1	52665	Echdc1	158854020	NP_080131.4
23109	9606	10090	55454	CSGALNACT2	24429592	NP_061060.3	78752	Csgalnact2	31560032	NP_084441.3
23110	9606	10090	55466	DNAJA4	194328758	NP_061072.3	58233	Dnaja4	11496255	NP_067397.1
23111	9606	10090	55502	HES6	21361763	NP_061115.2	55927	Hes6	9506777	NP_062352.1
23112	9606	10090	3773	KCNJ16	25777628	NP_733937.1	16517	Kcnj16	356582281	NP_001239136.1
23116	9606	10090	55915	LANCL2	8923911	NP_061167.1	71835	Lancl2	19526936	NP_598498.1
23117	9606	10090	55529	TMEM55A	24308165	NP_061180.1	72519	Tmem55a	21312268	NP_082540.1
23118	9606	10090					16145	Igtp	205360918	NP_061208.3
23120	9606	10090	23208	SYT11	216548478	NP_689493.3	229521	Syt11	34328242	NP_061274.2
23121	9606	10090	11057	ABHD2	23397659	NP_008942.3	54608	Abhd2	40254377	NP_061281.3
23123	9606	10090	55971	BAIAP2L1	32171238	NP_061330.2	66898	Baiap2l1	21313234	NP_080109.1
23125	9606	10090	55958	KLHL9	24308181	NP_061335.1	242521	Klhl9	124244068	NP_766459.2
23130	9606	10090	54014	BRWD1	16445436	NP_061836.2	93871	Brwd1	157057180	NP_660107.2
23132	9606	10090	54407	SLC38A2	21361602	NP_061849.2	67760	Slc38a2	31543735	NP_780330.2
23133	9606	10090	54413	NLGN3	262359971	NP_851820.1	245537	Nlgn3	262118191	NP_766520.2
23137	9606	10090	57690	TNRC6C	217416332	NP_001136112.1	217351	Tnrc6c	124378035	NP_932139.2
23141	9606	10090	54507	ADAMTSL4	38016904	NP_061905.2	229595	Adamtsl4	30089697	NP_659148.2
23148	9606	10090	64405	CDH22	16753221	NP_067071.1	104010	Cdh22	164698424	NP_778153.2
23149	9606	10090	196883	ADCY4	310832386	NP_001185497.1	104110	Adcy4	17978250	NP_536683.1
23150	9606	10090	3781	KCNN2	25777645	NP_067627.2				
23152	9606	10090	85397	RGS8	16117777	NP_203131.1	67792	Rgs8	40789289	NP_080656.2
23158	9606	10090	2868	GRK4	51873043	NP_892027.2	14772	Grk4	124001568	NP_062370.2
23162	9606	10090	58155	PTBP2	10863997	NP_067013.1	56195	Ptbp2	9507003	NP_062423.1
23164	9606	10090	83715	ESPN	110431370	NP_113663.2	56226	Espn	46877082	NP_997570.1
23165	9606	10090	3188	HNRNPH2	74099697	NP_001027565.1	56258	Hnrnph2	9845253	NP_063921.1
23168	9606	10090	9641	IKBKE	7661946	NP_054721.1	56489	Ikbke	31981053	NP_062751.2
23179	9606	10090	56603	CYP26B1	9845285	NP_063938.1	232174	Cyp26b1	28202045	NP_780684.1
23181	9606	10090	30012	TLX3	50355978	NP_066305.2	27140	Tlx3	254826778	NP_064300.2
23182	9606	10090	83449	PMFBP1	237858619	NP_112583.2	56523	Pmfbp1	9910570	NP_064322.1
23184	9606	10090	165721	DNAJB8	23503241	NP_699161.1	56691	Dnajb8	9910416	NP_064348.1
23186	9606	10090	4154	MBNL1	46411166	NP_997176.1	56758	Mbnl1	46411182	NP_064391.2
23188	9606	10090					17137	Magea1	21426895	NP_064399.1
23191	9606	10090	56674	TMEM9B	11034855	NP_065695.1	56786	Tmem9b	10092671	NP_064434.1
23194	9606	10090	4632	MYL1	17986273	NP_524144.1	17901	Myl1	29789016	NP_067260.1
23198	9606	10090					224419	Map3k7cl	21450069	NP_659103.1
23200	9606	10090	56924	PAK6	456367259	NP_001263646.1	214230	Pak6	224994207	NP_001028426.2
23201	9606	10090	56934	CA10	130979954	NP_001076003.1	72605	Car10	58037303	NP_082572.1
23202	9606	10090	56853	CELF4	13123778	NP_064565.1	108013	Celf4	226371659	NP_001139764.1
23209	9606	10090	56882	CDC42SE1	84798620	NP_001033796.1	57912	Cdc42se1	84781706	NP_001033797.1
23210	9606	10090	56992	KIF15	9910266	NP_064627.1	209737	Kif15	39930325	NP_034750.1
23217	9606	10090	57088	PLSCR4	190341019	NP_001121777.1	235527	Plscr4	30520123	NP_848826.1
23219	9606	10090	57048	PLSCR3	320118922	NP_001188505.1	70310	Plscr3	281182714	NP_001161969.1
23221	9606	10090	57101	ANO2	515870434	NP_001265525.1	243634	Ano2	209862776	NP_705817.2
23226	9606	10090	57198	ATP8B2	40316837	NP_065185.1	54667	Atp8b2	401871073	NP_001074651.2
23228	9606	10090	65009	NDRG4	194440722	NP_001123959.1	234593	Ndrg4	303324545	NP_001181935.1
23230	9606	10090	9457	FHL5	282847459	NP_001164278.1	57756	Fhl5	10946622	NP_067293.1
23231	9606	10090	50831	TAS2R3	8394398	NP_058639.1	574417	Tas2r137	71480160	NP_001020556.1
23232	9606	10090					57262	Retnla	103472022	NP_065255.2
23233	9606	10090	54039	PCBP3	194306631	NP_065389.2	59093	Pcbp3	171906586	NP_067543.2
23241	9606	10090	283297	OR10A4	284172518	NP_997069.2	18314	Olfr17	254587928	NP_065623.2
23243	9606	10090	57162	PELI1	11037063	NP_065702.2	67245	Peli1	114158717	NP_075813.2
23244	9606	10090	57336	ZNF287	194328783	NP_065704.2	170740	Zfp287	113865959	NP_573471.2
23246	9606	10090	57406	ABHD6	189027141	NP_065727.4	66082	Abhd6	31560264	NP_079617.2
23249	9606	10090	57535	KIAA1324	38569482	NP_065826.2	229722	5330417C22Rik	85701810	NP_001028476.1
23251	9606	10090	57552	NCEH1	226423947	NP_001139748.1	320024	Nceh1	30520239	NP_848887.1
23253	9606	10090	57559	STAMBPL1	33147080	NP_065850.1	76630	Stambpl1	55742879	NP_083958.3
23264	9606	10090	57679	ALS2	40316935	NP_065970.2	74018	Als2	237757292	NP_001153420.2
23266	9606	10090	57699	CPNE5	25141323	NP_065990.1	240058	Cpne5	23346611	NP_694806.1
23273	9606	10090	57864	SLC46A2	223029454	NP_149040.3	30936	Slc46a2	225543517	NP_066395.3
23275	9606	10090	7549	ZNF2	62865881	NP_066574.2	72180	Zfp661	161333823	NP_001104499.1
23277	9606	10090	8884	SLC5A6	256985183	NP_066918.2	330064	Slc5a6	294979172	NP_001171092.1
23286	9606	10090	28513	CDH19	12656655	NP_066976.1	227485	Cdh19	124487065	NP_001074855.1
23287	9606	10090	57786	RBAK	13430850	NP_066986.1	57782	Rbak	113865971	NP_001038947.1
23290	9606	10090	58498	MYL7	10864037	NP_067046.1	17898	Myl7	114326499	NP_075017.2
23292	9606	10090	58504	ARHGAP22	365733566	NP_001242953.1	239027	Arhgap22	224967116	NP_722495.3
23296	9606	10090	58538	MPP4	14780902	NP_149055.1	227157	Mpp4	258547158	NP_001158154.1
23302	9606	10090	84612	PARD6B	62955042	NP_115910.1	58220	Pard6b	253314520	NP_067384.2
23303	9606	10090	326624	RAB37	54859685	NP_001006639.1	58222	Rab37	254939625	NP_067386.3
23311	9606	10090	58529	MYOZ1	10864053	NP_067068.1	59011	Myoz1	10946924	NP_067483.1
23313	9606	10090	59084	ENPP5	11034849	NP_067547.1	83965	Enpp5	271397963	NP_001162091.1
23314	9606	10090	284021	MILR1	146229333	NP_001078892.1				
23317	9606	10090	59349	KLHL12	11056006	NP_067646.1	240756	Klhl12	23346565	NP_694768.1
23320	9606	10090	10287	RGS19	86990435	NP_001034556.1	56470	Rgs19	13385944	NP_080722.1
23324	9606	10090	9572	NR1D1	13430848	NP_068370.1	217166	Nr1d1	110625908	NP_663409.2
23328	9606	10090	60492	CCDC90B	20149663	NP_068597.2	66365	Ccdc90b	251823843	NP_079791.2
23331	9606	10090	60626	RIC8A	554790401	NP_001273063.1	101489	Ric8	16716495	NP_444424.1
23336	9606	10090	64122	FN3K	11545906	NP_071441.1	63828	Fn3k	11528496	NP_071297.1
23340	9606	10090	57282	SLC4A10	295821221	NP_001171486.1	94229	Slc4a10	334688860	NP_001229311.1
23343	9606	10090	63934	ZNF667	268607677	NP_071386.3	384763	Zfp667	67972433	NP_001020099.1
23344	9606	10090	64063	PRSS22	11545839	NP_071402.1	70835	Prss22	160333644	NP_598492.2
23345	9606	10090	64066	MMP27	73808268	NP_071405.2	234911	Mmp27	71892410	NP_001025460.1
23348	9606	10090	64106	NPFFR1	11545887	NP_071429.1	237362	Npffr1	294661833	NP_001170982.1
23349	9606	10090	64132	XYLT2	110611246	NP_071450.2	217119	Xylt2	165932343	NP_665827.2
23356	9606	10090	100505741	SPATA1	397138887	XP_003119008.3	70951	Spata1	21311949	NP_081893.1
23357	9606	10090	64180	DPEP3	193211608	NP_071752.3	71854	Dpep3	21313683	NP_082236.1
23359	9606	10090	64222	TOR3A	115647957	NP_071766.2	30935	Tor3a	224809275	NP_075630.2
23360	9606	10090	149603	RNF187	256225838	NP_001010858.2	108660	Rnf187	256225924	NP_071868.2
23361	9606	10090	64241	ABCG8	11967971	NP_071882.1	67470	Abcg8	17530789	NP_080456.1
23363	9606	10090	64376	IKZF5	427197594	NP_001258769.1	67143	Ikzf5	31982165	NP_780324.2
23366	9606	10090	64430	PCNXL4	145580590	NP_071940.4	67708	Pcnxl4	124430539	NP_080603.2
23369	9606	10090	64577	ALDH8A1	12007648	NP_072090.1	237320	Aldh8a1	30520135	NP_848828.1
23371	9606	10090	79925	SPEF2	145699133	NP_079143.3	320277	Spef2	125991758	NP_796097.2
23375	9606	10090	64386	MMP25	11968059	NP_071913.1	240047	Mmp25	75677470	NP_001028511.1
23377	9606	10090	64710	NUCKS1	56118310	NP_073568.2	98415	Nucks1	224809559	NP_780503.2
23378	9606	10090	64753	CCDC136	319655556	NP_073579.4	232664	Ccdc136	319655703	NP_663549.3
23379	9606	10090	64760	FAM160B2	89337270	NP_073586.5	239170	Fam160b2	257196165	NP_919326.1
23382	9606	10090	64782	AEN	194239666	NP_073604.3	68048	Aen	242397470	NP_080807.3
23383	9606	10090	64783	RBM15	47933339	NP_073605.4	229700	Rbm15	124249066	NP_001039272.1
23384	9606	10090	64788	LMF1	115511024	NP_073610.2	76483	Lmf1	254939582	NP_083900.3
23385	9606	10090	114885	OSBPL11	19923592	NP_073613.2	106326	Osbpl11	257196261	NP_789810.2
23386	9606	10090	79987	SVEP1	148886654	NP_699197.3	64817	Svep1	124783268	NP_073725.2
23389	9606	10090	10914	PAPOLA	32490557	NP_116021.2	18789	Papola	21914853	NP_035242.1
23391	9606	10090	65057	ACD	130979214	NP_001075956.1	497652	Acd	60593059	NP_001012656.1
23393	9606	10090	23037	PDZD2	87196343	NP_835260.2	68070	Pdzd2	124486716	NP_001074533.1
23394	9606	10090	81855	SFXN3	31621303	NP_112233.2	94280	Sfxn3	16716499	NP_444427.1
23395	9606	10090	65110	UPF3A	12711676	NP_075387.1	67031	Upf3a	21313164	NP_080200.1
23401	9606	10090	65217	PCDH15	218505787	NP_001136241.1	11994	Pcdh15	218505733	NP_001136214.1
23404	9606	10090	1936	EEF1D	304555583	NP_001123525.2	66656	Eef1d	56699438	NP_083939.1
23407	9606	10090	10627	MYL12A	5453740	NP_006462.1	67938	Myl12b	21728376	NP_075891.1
23409	9606	10090	201562	PTPLB	38257153	NP_940684.1	70757	Ptplb	84872191	NP_076076.2
23411	9606	10090	23648	SSBP3	21955170	NP_663768.1	72475	Ssbp3	38372897	NP_076161.2
23416	9606	10090					28254	Slco1a6	12963797	NP_076207.1
23420	9606	10090	115827	RAB3C	19923985	NP_612462.1	67295	Rab3c	13470090	NP_076341.1
23421	9606	10090	55103	RALGPS2	32441283	NP_689876.2	78255	Ralgps2	229577166	NP_076373.3
23429	9606	10090	78991	PCYOX1L	226442763	NP_076933.3	240334	Pcyox1l	27370248	NP_766420.1
23430	9606	10090	78992	YIPF2	13128976	NP_076934.1	74766	Yipf2	326937441	NP_001192087.1
23433	9606	10090	79054	TRPM8	109689695	NP_076985.4	171382	Trpm8	19527416	NP_599013.1
23435	9606	10090	79088	ZNF426	13129116	NP_077011.1	235028	Zfp426	160333740	NP_001103779.1
23441	9606	10090	79153	GDPD3	146198640	NP_077283.2	68616	Gdpd3	110431346	NP_077190.2
23450	9606	10090	9467	SH3BP5	109134336	NP_004835.2	24056	Sh3bp5	109150405	NP_036024.2
23454	9606	10090	79442	LRRC2	190014581	NP_078788.2	74249	Lrrc2	146219826	NP_083114.2
23455	9606	10090	79572	ATP13A3	148839292	NP_078800.3	224088	Atp13a3	189339254	NP_001121568.1
23459	9606	10090	79673	ZNF329	71037407	NP_078896.3	67230	Zfp329	71037393	NP_080322.2
23460	9606	10090	79692	ZNF322	338797709	NP_001229726.1	218100	Zfp322a	162135943	NP_001104577.1
23461	9606	10090	79696	ZC2HC1C	109452611	NP_078919.2	72350	Zc2hc1c	268370213	NP_766002.2
23464	9606	10090	79705	LRRK1	90991702	NP_078928.3	233328	Lrrk1	56699427	NP_666303.3
23465	9606	10090	79709	COLGALT1	31377697	NP_078932.2	234407	Glt25d1	170784829	NP_666323.2
23468	9606	10090	79734	KCTD17	544186109	NP_001269613.1	72844	Kctd17	139948553	NP_001074836.2
23469	9606	10090	79742	CXorf36	193804854	NP_789789.2	75905	4930578C19Rik	30424860	NP_780437.1
23475	9606	10090	79767	ELMO3	87298935	NP_078988.2	234683	Elmo3	255683297	NP_766348.3
23477	9606	10090	79776	ZFHX4	291167749	NP_078997.4	80892	Zfhx4	125656178	NP_109633.2
23480	9606	10090	79784	MYH14	224831241	NP_001139281.1	71960	Myh14	408821450	NP_001258467.1
23484	9606	10090	79837	PIP4K2C	226371737	NP_079055.3	117150	Pip4k2c	17298686	NP_473438.1
23485	9606	10090	79842	ZBTB3	13376146	NP_079060.1	75291	Zbtb3	29789327	NP_598520.1
23487	9606	10090	79848	CSPP1	116174778	NP_079066.5	211660	Cspp1	124301210	NP_080769.3
23488	9606	10090	79861	TUBAL3	13376181	NP_079079.1	238463	Tubal3	224809300	NP_001029051.2
23489	9606	10090	79874	RABEP2	117956403	NP_079092.2	70314	Rabep2	140970573	NP_085043.2
23493	9606	10090	79894	ZNF672	13376247	NP_079112.1	319475	Zfp672	374671810	NP_001243449.1
23499	9606	10090	79933	SYNPO2L	166706868	NP_001107605.1	68760	Synpo2l	29611659	NP_780341.1
23509	9606	10090	80063	ATF7IP2	38569430	NP_079273.2	75329	Atf7ip2	225703066	NP_694763.2
23514	9606	10090	80095	ZNF606	31377839	NP_079303.2	67370	Zfp606	34328284	NP_080388.2
23516	9606	10090	80144	FRAS1	256000767	NP_079350.5	231470	Fras1	126157515	NP_780682.3
23519	9606	10090	80221	ACSF2	572872742	NP_001275897.1	264895	Acsf2	24418933	NP_722502.1
23520	9606	10090	80222	TARS2	20070344	NP_079426.2	71807	Tars2	254692865	NP_082207.2
23522	9606	10090	80230	RUFY1	94721336	NP_079434.3	216724	Rufy1	27369788	NP_766145.1
23523	9606	10090	80243	PREX2	47578115	NP_079146.2	109294	Prex2	183583559	NP_083801.1
23528	9606	10090	80333	KCNIP4	24586671	NP_079497.2	80334	Kcnip4	312839878	NP_001186171.1
23529	9606	10090	53339	BTBD1	13376848	NP_079514.1	83962	Btbd1	83649719	NP_666305.2
23530	9606	10090	80704	SLC19A3	13376856	NP_079519.1	80721	Slc19a3	206597448	NP_085033.2
23531	9606	10090	80705	TSGA10	13376858	NP_079520.1	211484	Tsga10	46402207	NP_997111.1
23543	9606	10090	401541	CENPP	59709758	NP_001012267.1	66336	Cenpp	29789150	NP_079771.1
23544	9606	10090	92421	CHMP4C	22748643	NP_689497.1	66371	Chmp4c	13384940	NP_079795.1
23546	9606	10090	80777	CYB5B	83921614	NP_085056.2	66427	Cyb5b	31542438	NP_079834.2
23547	9606	10090	126282	TNFAIP8L1	269846912	NP_001161414.1	66443	Tnfaip8l1	31560244	NP_079842.2
23549	9606	10090					66650	Nepn	13385148	NP_079960.1
23551	9606	10090	169166	SNX31	222537716	NP_689841.3	66696	Snx31	31981209	NP_079988.3
23553	9606	10090	93107	KCNG4	27436996	NP_758857.1	66733	Kcng4	28076887	NP_080010.2
23555	9606	10090	404220	C6orf201	145966784	NP_001078870.1	66761	4933417A18Rik	118403292	NP_080026.2
23565	9606	10090	128338	DRAM2	166235182	NP_848549.3	67171	Dram2	21313106	NP_080289.1
23566	9606	10090	85440	DOCK7	54112429	NP_212132.2	67299	Dock7	78191789	NP_080358.3
23569	9606	10090	162989	DEDD2	396941648	NP_001257543.1	67379	Dedd2	115299736	NP_997560.3
23571	9606	10090	90293	KLHL13	45643138	NP_277030.2	67455	Klhl13	13385674	NP_080443.1
23580	9606	10090	84649	DGAT2	26024197	NP_115953.2	67800	Dgat2	16975490	NP_080660.1
23582	9606	10090	151516	ASPRV1	189409122	NP_690005.2	67855	Asprv1	130502130	NP_080690.2
23585	9606	10090	162427	FAM134C	30023820	NP_835227.1	67998	Fam134c	21312666	NP_080777.1
23587	9606	10090	137886	UBXN2B	117938297	NP_001071087.1	68053	Ubxn2b	68342026	NP_080810.2
23588	9606	10090	145264	SERPINA12	27777657	NP_776249.1	68054	Serpina12	13386038	NP_080811.1
23595	9606	10090	441631	TSPAN11	122937466	NP_001073978.1	68498	Tspan11	22507385	NP_081019.1
23598	9606	10090	84261	FBXW9	124248558	NP_115677.2	68628	Fbxw9	124248556	NP_081067.2
23600	9606	10090	127829	ARL8A	20270343	NP_620150.1	68724	Arl8a	23956194	NP_081099.1
23604	9606	10090	131375	LYZL4	21389465	NP_653235.1	69032	Lyzl4	21312181	NP_081191.1
23611	9606	10090	23351	KHNYN	54792090	NP_056114.1	219094	Khnyn	30840986	NP_081419.1
23617	9606	10090	123099	DEGS2	207113139	NP_996801.2	70059	Degs2	27754029	NP_081575.2
23618	9606	10090	121214	SDR9C7	22507405	NP_683695.1	70061	Sdr9c7	28076941	NP_081577.1
23629	9606	10090	283232	TMEM80	443287651	NP_001263203.1	71448	Tmem80	213688336	NP_001135422.1
23631	9606	10090	89777	SERPINB12	17998551	NP_536722.1	71869	Serpinb12	21735461	NP_082247.1
23632	9606	10090	333926	PPM1J	65506328	NP_005158.5	71887	Ppm1j	114205424	NP_082258.2
23633	9606	10090	327657	SERPINA9	110225347	NP_783866.2	71907	Serpina9	21313654	NP_082273.1
23634	9606	10090	91012	CERS5	22218345	NP_671723.1	71949	Cers5	21312638	NP_082291.1
23642	9606	10090	151648	SGOL1	60302875	NP_001012409.1	72415	Sgol1	13386294	NP_082508.1
23645	9606	10090	553158	PRR5-ARHGAP8	226423858	NP_851851.2	73167	Arhgap8	257467506	NP_082731.2
23647	9606	10090	140625	ACTRT2	29893808	NP_536356.3	73353	Actrt2	13386316	NP_082789.1
23648	9606	10090	139741	ACTRT1	19923076	NP_612146.1	73360	Actrt1	13386318	NP_082790.1
23652	9606	10090	338699	ANKRD42	116325987	NP_872409.2	73845	Ankrd42	167234363	NP_082941.2
23654	9606	10090	93517	SDR42E1	116268111	NP_660151.2	74032	Sdr42e1	21311981	NP_083001.1
23656	9606	10090	157724	SLC7A13	71999149	NP_620172.2	74087	Slc7a13	20270204	NP_083022.1
